856374001224	43	LA FOLLETTE SANGIACOMO VINEYARD CHRDNY 2012	LA FOLLETTE SANGIACOMO VINEYARD CHRDNY 2012	WINE CREEK CELLARS	750 ML	30	122700	PINNACLE IMPORTS	CS	12	
8.56E+11	y	LAFOLLETTE CHARD 2014	LAFOLLETTE CHARD 2014	WINE CREEK CELLARS	750 ML	17.25	116040	PINNACLE IMPORTS	CS	12	
8.56374E+11	y	OCTOBERFEST 12 BBL KEG	THOMAS CREEK OCTOBERFEST 1/2 BBL KEG	THOMAS CREEK BREWERY	1/2 BB L		304400	PINNACLE IMPORTS	EA	1	
856374001422	38	LA FOLLETTE SANGIACOMO PINOT NOIR 2012	LA FOLLETTE SANGIACOMO PINOT NOIR 2012	WINE CREEK CELLARS	750 ML	32.25	10184012	PINNACLE IMPORTS	CS	12	
856374001446	40	BEAUX FRERES WILLIAMETTE PINOT NOIR 2013	BEAUX FRERES WILLIAMETTE PINOT NOIR 2013 6PK	HENRIOT-BEAUX FRERES	750 ML	48	11635013	PINNACLE IMPORTS	CS	6	
856374001446	40	LA FOLLETTE VAN DER KAMP PINOT NOIR 2014	LA FOLLETTE VAN DER KAMP PINOT NOIR 2014	WINE CREEK CELLARS	750 ML	32.25	116051	PINNACLE IMPORTS	CS	12	
856374001460	39	LA FOLLETTE NORTH COAST PINOT NOIR 2014	LA FOLLETTE NORTH COAST PINOT NOIR 2014	WINE CREEK CELLARS	750 ML	17.25	101860	PINNACLE IMPORTS	CS	12	
856649002000	51	SHEA WINE CELLARS ESTATE WILLAMETTE PINOT NOIR 2013	SHEA WINE CELLARS ESTATE WILLAMETTE PINOT NOIR 2013	SHEA WINE CELLARS	750 ML	34.5	105002	PINNACLE IMPORTS	CS	12	
856649002017	47	SHEA WINE CELLARS ESTATE WILLAMETTE CHRDNY 2012	SHEA WINE CELLARS ESTATE WILLAMETTE CHRDNY 2012	SHEA WINE CELLARS	750 ML	27	105001	PINNACLE IMPORTS	CS	12	
857129003142	38	HERETIC TARTUFFE BERLINER WEISS BOMBER	HERETIC TARTUFFE BERLINER WEISS BOMBER	HERETIC BREWING CO.	22 OZ		126661	PINNACLE IMPORTS	CS	12	
857129003203	35	HERETIC CHOC HAZELNUT PORTER BOMBER	HERETIC CHOCOLATE HAZELNUT PORTER BOMBER	HERETIC BREWING CO.	22 OZ		126660	PINNACLE IMPORTS	CS	12	
8.57E+11	y	HERETIC PETIT ROUGE BOMBER	HERETIC PETIT ROUGE BOMBER	HERETIC BREWING CO.	22 OZ		126650	PINNACLE IMPORTS	CS	12	
8.57E+11	y	HERETIC EVIL TWIN RD IPA CANS	HERETIC EVIL TWIN RD IPA CANS	HERETIC BREWING CO.	12 OZ		126640	PINNACLE IMPORTS	CS	24	
8.57E+11	y	HERETIC EVIL COUSIN DIPA CANS	HERETIC EVIL COUSIN DIPA CANS	HERETIC BREWING CO.	12 OZ		126630	PINNACLE IMPORTS	CS	24	
8.58E+11	y	CRIOS ROSE 2017	CRIOS ROSE 2017	FOLIO WINE COMPANY LLC	750 ML	11.25	108910	PINNACLE IMPORTS	CS	12	
8.59E+11	y	HYLAND ESTATES RIESLING 2015	HYLAND ESTATES RIESLING 2015	HYLAND ESTATES	750 ML	15.75	125870	PINNACLE IMPORTS	CS	12	
858902004219	34	HYLAND ESTATES GEWURZTRAMINER 2015	HYLAND ESTATES GEWURZTRAMINER 2015	HYLAND ESTATES	750 ML	15.75	125871	PINNACLE IMPORTS	CS	12	
858902004226	37	HYLAND ESTATES PINOT NOIR ESTATE 2015	HYLAND ESTATES PINOT NOIR ESTATE 2015	HYLAND ESTATES	750 ML	24.75	125872	PINNACLE IMPORTS	CS	12	
859141000369	35	BRAMARE CAB SAUV LUJAN DE CUYO 2015	BRAMARE CABERNET SAUVIGNON LUJAN DE CUYO 2015	PAUL HOBBS IMPORTS	750 ML	33.75	11543011	PINNACLE IMPORTS	CS	12	
8.59E+11	y	LAMADRID MALBEC MATILDE 2008	LAMADRID MALBEC MATILDE 2008	VINO DEL SOL	750 ML	55	109161	PINNACLE IMPORTS	CS	6	
8.59E+11	y	BLK CABRA CAB 2015	BLK CABRA CAB 2015	VINO DEL SOL	750 ML	10.5	109681	PINNACLE IMPORTS	CS	12	
8.59E+11	y	BLK CABRA CHARD 2016	BLK CABRA CHARD 2016	VINO DEL SOL	750 ML	10.5	10967013	PINNACLE IMPORTS	CS	12	
8.59E+11	y	T-VINE NAPA VALLEY GRENACHE 2011	T-VINE NAPA VALLEY GRENACHE 2011	T-VINE	750 ML	28.5	118801	PINNACLE IMPORTS	CS	12	
8.59E+11	y	CLOS DES PAPES CDP 2013	CLOS DES PAPES CDP 2013	WINES OF FRANCE	750 ML	87.5	121761	PINNACLE IMPORTS	CS	12	
8.59E+11	y	CLOS DES PAPES CDP BLANC 2016	CLOS DES PAPES CDP BLANC 2016	WINES OF FRANCE	750 ML	65.25	121770	PINNACLE IMPORTS	CS	12	
8.59E+11	y	T-VINE NAPA VALLEY GRENACHE 2013	T-VINE NAPA VALLEY GRENACHE 2013	T-VINE	750 ML	28.5	11880113	PINNACLE IMPORTS	CS	12	
8.59E+11	y	ANKO TORRONTES 2012	ANKO TORRONTES 2012	VINO DEL SOL	750 ML	12.75	108780	PINNACLE IMPORTS	CS	12	
8.59E+11	y	ANKO TORRONTES 2013	ANKO TORRONTES 2013	VINO DEL SOL	750 ML	9.75	10878013	PINNACLE IMPORTS	CS	12	
859481003082	44	CLOS DU MONT-OLIVET CDR FONT DE BLANCHE 2011	CLOS DU MONT-OLIVET CDR FONT DE BLANCHE 2011	NORTH BERKELEY IMPORTS	750 ML	15.75	116912	PINNACLE IMPORTS	CS	12	
8.59E+11	y	CLOS DU MONT-OLIVET CDR VV 2012	CLOS DU MONT-OLIVET CDR VV 2012	NORTH BERKELEY IMPORTS	750 ML	18.75	116911	PINNACLE IMPORTS	CS	12	
8.59E+11	y	ZOLO SIG. RD 2016	ZOLO SIG. RD 2016	VINO DEL SOL	750 ML	10.5	10977013	PINNACLE IMPORTS	CS	12	
8.59E+11	y	ZOLO BLK PETIT VERDOT 2012	ZOLO BLK PETIT VERDOT 2012	VINO DEL SOL	750 ML	29.25	124410	PINNACLE IMPORTS	CS	6	
859481003402	43	CONTERNO FANTINO BAROLO VIGNA DEL GRIS 2012	CONTERNO FANTINO BAROLO VIGNA DEL GRIS 2012	EMPSON USA INC	750 ML	74.5	1067011	PINNACLE IMPORTS	CS	6	
8.59E+11	y	TAPIZ ALTA MALBEC 2014	TAPIZ ALTA MALBEC 2014	VINO DEL SOL	750 ML	15.75	109410	PINNACLE IMPORTS	CS	12	
8.59E+11	y	TAPIZ ALTA CAB SAUV 2014	TAPIZ ALTA CABERNET SAUVIGNON 2014	VINO DEL SOL	750 ML	15.75	109380	PINNACLE IMPORTS	CS	12	
8.59E+11	y	ZOLO WHT BLEND	ZOLO WHITE BLEND	VINO DEL SOL	750 ML	10.5	109771	PINNACLE IMPORTS	CS	12	
859551001000	36	MATCHBOOK CHRDNY DUNNIGAN HILLS 2015	MATCHBOOK CHRDNY DUNNIGAN HILLS 2015	MATCHBOOK WINE CO./ CREW WINE	750 ML	14.25	121560	PINNACLE IMPORTS	CS	12	
859551001017	35	MATCHBOOK SYRAH DUNNIGAN HILLS 2013	MATCHBOOK SYRAH DUNNIGAN HILLS 2013	MATCHBOOK WINE CO./ CREW WINE	750 ML	14.25	121550	PINNACLE IMPORTS	CS	12	
859551001024	41	MATCHBOOK TEMPRANILLO DUNNIGAN HILLS 2012	MATCHBOOK TEMPRANILLO DUNNIGAN HILLS 2012	MATCHBOOK WINE CO./ CREW WINE	750 ML	14.25	102000	PINNACLE IMPORTS	CS	12	
859551001024	44	BERGSTROM CUMBERLAND RESERVE PINOT NOIR 2015	BERGSTROM CUMBERLAND RESERVE PINOT NOIR 2015	BERGSTROM	750 ML	33.75	10440014	PINNACLE IMPORTS	CS	12	
8.60E+11	y	MATCHBOOK TINTO REY 2012	MATCHBOOK TINTO REY 2012	MATCHBOOK WINE CO./ CREW WINE	750 ML	14.25	102010	PINNACLE IMPORTS	CS	12	
859551001055	34	MOSSBACK CHRDNY RUSSIAN RIVER 2015	MOSSBACK CHRDNY RUSSIAN RIVER 2015	MATCHBOOK WINE CO./ CREW WINE	750 ML	15.75	102440	PINNACLE IMPORTS	CS	12	
859551001079	38	MOSSBACK PINOT NOIR RUSSIAN RIVER 2015	MOSSBACK PINOT NOIR RUSSIAN RIVER 2015	MATCHBOOK WINE CO./ CREW WINE	750 ML	22.5	102461	PINNACLE IMPORTS	CS	12	
8.60E+11	y	MOSSBACK CHALK HILL CAB 2015	MOSSBACK CHALK HILL CAB 2015	MATCHBOOK WINE CO./ CREW WINE	750 ML	22.5	102430	PINNACLE IMPORTS	CS	12	
859551001161	34	MATCHBOOK CAB SAUV DUNN HILLS 2016	MATCHBOOK CABERNET SAUV DUNN HILLS 2016	MATCHBOOK WINE CO./ CREW WINE	750 ML	14.25	101960	PINNACLE IMPORTS	CS	12	
859551001239	38	MOSSBACK PINOT NOIR CENTRAL COAST 2016	MOSSBACK PINOT NOIR CENTRAL COAST 2016	MATCHBOOK WINE CO./ CREW WINE	750 ML	15.75	102450	PINNACLE IMPORTS	CS	12	
859551001291	34	MATCHBOOK THE ARSONIST CHRDNY 2015	MATCHBOOK THE ARSONIST CHRDNY 2015	MATCHBOOK WINE CO./ CREW WINE	750 ML	22.5	121569	PINNACLE IMPORTS	CS	12	
8.60E+11	y	MATCHBOOK THE ARSONIST RD 2015	MATCHBOOK THE ARSONIST RD 2015	MATCHBOOK WINE CO./ CREW WINE	750 ML	22.5	127180	PINNACLE IMPORTS	CS	12	
8.60E+11	y	MATCHBOOK RANGE 19 RD 2013 CPWM	MATCHBOOK RANGE 19 RD 2013 CPWM	MATCHBOOK WINE CO./ CREW WINE	750 ML	7.5	127170	PINNACLE IMPORTS	CS	12	
8.60E+11	y	TINTO REY ROSE DUNNIGAN HILLS	TINTO REY ROSE DUNNIGAN HILLS	MATCHBOOK WINE CO./ CREW WINE	750 ML		1988	PINNACLE IMPORTS	CS	12	
859551001611	38	CHASING VENUS RRV SAUV BLANC 2014 CPWM	CHASING VENUS RRV SAUVIGNON BLANC 2014 CPWM	MATCHBOOK WINE CO./ CREW WINE	750 ML	9	121568	PINNACLE IMPORTS	CS	12	
859771005000	51	MOODY TONGUE CARAMELIZED CHOC. CHURRO BALTIC PORTER	MOODY TONGUE CARAMELIZED CHOC. CHURRO BALTIC PORTER 4PK	MOODY TONGUE BREWING CO	12 OZ		1349	PINNACLE IMPORTS	CS	24	
859771005024	33	MOODY TONGUE SLICED NECTARINE IPA	MOODY TONGUE SLICED NECTARINE IPA 4PK	MOODY TONGUE BREWING CO	12 OZ		1348	PINNACLE IMPORTS	CS	24	
859771005031	42	MOODY TONGUE STEEPED EMPERORS LEMON SAISON	MOODY TONGUE STEEPED EMPERORS LEMON SAISON 4PK	MOODY TONGUE BREWING CO	12 OZ		1347	PINNACLE IMPORTS	CS	24	
8.60E+11	y	MOODY TONGUE APPLEWOOD GOLD	MOODY TONGUE APPLEWOOD GOLD 4PK	MOODY TONGUE BREWING CO	12 OZ		1346	PINNACLE IMPORTS	CS	24	
8.60E+11	y	MOODY TONGUE APERTIF PILSNER	MOODY TONGUE APERTIF PILSNER	MOODY TONGUE BREWING CO	12 OZ		1623	PINNACLE IMPORTS	CS	24	
8.66E+11	y	LUCKY TOWN BALLISTIC BLONDE CANS	LUCKY TOWN BALLISTIC BLONDE CANS	LUCKY TOWN BREWING COMPANY LLC	12 OZ		1665	PINNACLE IMPORTS	CS	24	
8.66E+11	y	LUCKY TOWN PUB ALE CANS	LUCKY TOWN PUB ALE CANS	LUCKY TOWN BREWING COMPANY LLC	12 OZ		1667	PINNACLE IMPORTS	CS	24	
865897000027	39	LUCKY TOWN FLARE INCIDENT OATMEAL STOUT	LUCKY TOWN FLARE INCIDENT OATMEAL STOUT	LUCKY TOWN BREWING COMPANY LLC	12 OZ		1671	PINNACLE IMPORTS	CS	24	
8.66E+11	y	LUCKY TOWN HOP FIASCO IPA CANS	LUCKY TOWN HOP FIASCO IPA CANS	LUCKY TOWN BREWING COMPANY LLC	12 OZ		1669	PINNACLE IMPORTS	CS	24	
8.66E+11	y	LUCKY TOWN GOSE GAMBLIN CANS	LUCKY TOWN GOSE GAMBLIN CANS	LUCKY TOWN BREWING COMPANY LLC	12 OZ		1673	PINNACLE IMPORTS	CS	24	
865897000072	36	LUCKY TOWN OLD NO. 49 FARMHOUSE CANS	LUCKY TOWN OLD NO. 49 FARMHOUSE CANS	LUCKY TOWN BREWING COMPANY LLC	12 OZ		1675	PINNACLE IMPORTS	CS	24	
8.68E+11	y	SECOND SELF RD HOP RYE CANS	SECOND SELF RD HOP RYE CANS	SECOND SELF BEER COMPANY	12 OZ		1338	PINNACLE IMPORTS	CS	24	
8.68E+11	y	SECOND SELF THAI WHEAT CANS	SECOND SELF THAI WHEAT CANS	SECOND SELF BEER COMPANY	12 OZ		1333	PINNACLE IMPORTS	CS	24	
8.68E+11	y	SECOND SELF CITRUS IPA CANS	SECOND SELF CITRUS IPA CANS	SECOND SELF BEER COMPANY	12 OZ		1337	PINNACLE IMPORTS	CS	24	
8.68E+11	y	SECOND SELF MOLE PORTER CANS	SECOND SELF MOLE PORTER CANS	SECOND SELF BEER COMPANY	12 OZ		1339	PINNACLE IMPORTS	CS	24	
8.68E+11	y	SECOND SELF AT-ALE CANS	SECOND SELF AT-ALE CANS	SECOND SELF BEER COMPANY	12 OZ		1540	PINNACLE IMPORTS	CS	24	
868067000094	38	SECOND SELF MIG MARGARITA IN GOSE CANS	SECOND SELF MIG MARGARITA IN GOSE CANS	SECOND SELF BEER COMPANY	12 OZ		1626	PINNACLE IMPORTS	CS	24	
8.69E+11	y	SECOND SELF MAVERICK & GOSE CANS	SECOND SELF MAVERICK & GOSE CANS	SECOND SELF BEER COMPANY	12 OZ		1334	PINNACLE IMPORTS	CS	24	
8.72E+11	y	LA FLOR MALBEC 2016	LA FLOR MALBEC 2016	PAUL HOBBS IMPORTS	750 ML	13.5	123641	PINNACLE IMPORTS	CS	12	
8.72E+11	y	MAS DOIX SALANQUES 2013	MAS DOIX SALANQUES 2013	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	31.5	120721	PINNACLE IMPORTS	CS	12	
8.74E+11	y	CH. BELLEVUE PEYCHARNEAU 2014	CH. BELLEVUE PEYCHARNEAU 2014	AQUITAINE WINE COMPANY	750 ML	15	113260	PINNACLE IMPORTS	CS	12	
8.74E+11	y	CH. LA FREYNELLE BLANC 2014	CH. LA FREYNELLE BLANC 2014	AQUITAINE WINE COMPANY	750 ML	12	113560	PINNACLE IMPORTS	CS	12	
8.74E+11	y	EIEIO MERDITH MITCHELL 2005	EIEIO MERDITH MITCHELL 2005 6PK	EIEIO & COMPANY	750 ML	56.25	12245105	PINNACLE IMPORTS	CS	6	
873964000306	49	CH. SAINT ANDRE CORBIN 2014-ST GEORGES-ST EMILION	CH. SAINT ANDRE CORBIN 2014-ST GEORGES-ST EMILION	AQUITAINE WINE COMPANY	750 ML	19.5	11401012	PINNACLE IMPORTS	CS	12	
8.74E+11	y	VESPRES MONTSANT 2015	VESPRES MONTSANT 2015	CLASSICAL WINES	750 ML	16.5	110897	PINNACLE IMPORTS	CS	12	
8.74E+11	y	LAROQUE CAB FRANC 2016	DOM LAROQUE CABERNET FRANC 2016	AQUITAINE WINE COMPANY	750 ML	9.75	113700	PINNACLE IMPORTS	CS	12	
8.74E+11	y	LAROQUE CHRDNY 2015	DOM LAROQUE CHRDNY 2015	AQUITAINE WINE COMPANY	750 ML	9	127424	PINNACLE IMPORTS	CS	12	
8.75E+11	y	DE DOLLE OERBIER11.2	DE DOLLE OERBIER 20PK/11.2	B. UNITED	11.2 OZ		301450	PINNACLE IMPORTS	CS	20	
8.75E+11	y	GATEWAY VINHO VERDE 2011	GATEWAY VINHO VERDE 2011	BOUTIQUE	750 ML	9	108730	PINNACLE IMPORTS	CS	12	
8.76E+11	y	DE DOLLE DULLE TEVE TRIPEL11.2	DE DOLLE DULLE TEVE TRIPEL 20PK/11.2	B. UNITED	11.2 OZ		301440	PINNACLE IMPORTS	CS	20	
877591001736	33	SIDURI MUIRFIELD VINEYARD PN 2012	SIDURI MUIRFIELD VINEYARD PN 2012	JACKSON FAMILY WINES- SIDURI	750 ML	32.25	121312	PINNACLE IMPORTS	CS	12	
877591002221	33	SIDURI ABRE VERT VINEYARD PN 2012	SIDURI ABRE VERT VINEYARD PN 2012	JACKSON FAMILY WINES- SIDURI	750 ML	32.25	121313	PINNACLE IMPORTS	CS	12	
8.78E+11	y	SIDURI WILLAMETTE VALLEY PN 2016	SIDURI WILLAMETTE VALLEY PN 2016	JACKSON FAMILY WINES- SIDURI	750 ML	24.75	121314	PINNACLE IMPORTS	CS	12	
877591002771	43	SIDURI RUSSIAN RIVER VALLEY PINOT NOIR 2014	SIDURI RUSSIAN RIVER VALLEY PINOT NOIR 2014	JACKSON FAMILY WINES- SIDURI	750 ML	27	121300	PINNACLE IMPORTS	CS	12	
877591002931	33	SIDURI CHEHALEM MOUNTAINS PN 2012	SIDURI CHEHALEM MOUNTAINS PN 2012	JACKSON FAMILY WINES- SIDURI	750 ML	28	121311	PINNACLE IMPORTS	CS	12	
8.80E+11	y	BOUSQUET RESERVE MALBEC 2013	DOM BOUSQUET RESERVE MALBEC 2013	WISD LLC	750 ML	15.75	120012	PINNACLE IMPORTS	CS	12	
8.80E+11	y	BOUSQUET RESERVE CAB SAUV 2012	DOM BOUSQUET RESERVE CABERNET SAUVIGNON 2012	WISD LLC	750 ML	15.75	108961	PINNACLE IMPORTS	CS	12	
879716000563	35	CLOS PISSARRA EL RAMON PRIORAT 2010	CLOS PISSARRA EL RAMON PRIORAT 2010	MIURA VINEYARDS	750 ML	24.75	110690	PINNACLE IMPORTS	CS	12	
8.80E+11	y	BOUSQUET GAIA RD BLEND 2013	DOM BOUSQUET GAIA RD BLEND 2013	WISD (MHW/BOUSQUET)-DO NOT USE	750 ML	15.75	108962	PINNACLE IMPORTS	CS	12	
890365001015	40	THREE SAINTS SANTA MARIA PINOT NOIR 2012	THREE SAINTS SANTA MARIA PINOT NOIR 2012	DIERBERG	750 ML	17.25	104060	PINNACLE IMPORTS	CS	12	
8.90E+11	y	THREE SAINTS CAB SAUV 2013	THREE SAINTS CABERNET SAUVIGNON 2013	DIERBERG	750 ML	18	120500	PINNACLE IMPORTS	CS	12	
890365001053	43	DIERBERG SANTA MARIA VALLEY PINOT NOIR 2012	DIERBERG SANTA MARIA VALLEY PINOT NOIR 2012	DIERBERG	750 ML	35.25	10089012	PINNACLE IMPORTS	CS	6	
890365001077	38	STAR LANE HAPPY CANYON SAUV BLANC 2015	STAR LANE HAPPY CANYON SAUVIGNON BLANC 2015	DIERBERG	750 ML	18.75	116260	PINNACLE IMPORTS	CS	12	
890365001084	39	DIERBERG SANTA MARIA VALLEY CHRDNY 2014	DIERBERG SANTA MARIA VALLEY CHRDNY 2014	DIERBERG	750 ML	26.25	11593013	PINNACLE IMPORTS	CS	12	
8.90E+11	y	STAR LANE HAPPY CANYON CAB 2012	STAR LANE HAPPY CANYON CABERNET 2012	DIERBERG	750 ML	40.5	103370	PINNACLE IMPORTS	CS	12	
891485000982	34	LOST VNYRDS MERLOT SOLID CASE ONLY	LOST VNYRDS MERLOT SOLID CASE ONLY	LOST VINEYARDS	750 ML	4.5	109220	PINNACLE IMPORTS	CS	12	
8.92E+11	y	HALL NAPA SAUV BLANC 2016	HALL NAPA SAUV BLANC 2016	HALL	750 ML	20.25	10168114	PINNACLE IMPORTS	CS	12	
892159000327	35	TENUTA ROCCA BARBERA DALBA DOC 2012	TENUTA ROCCA BARBERA DALBA DOC 2012	MARTIGNETTI CO. (VISION W&S)	750 ML	16.5	124730	PINNACLE IMPORTS	CS	6	
8.92E+11	y	HALL NAPA MERLOT 2014	HALL NAPA MERLOT 2014	HALL	750 ML	27	100090	PINNACLE IMPORTS	CS	12	
892159000570	56	BAYERISCHER BAHNHOF LEIPZIGER DOPPEL PORTER PORTICUS W B	BAYERISCHER BAHNHOF LEIPZIGER DOPPEL PORTER PORTICUS W/ B	B. UNITED	20 L		125292	PINNACLE IMPORTS	EA	1	
892159000570	33	DOCKSIDE PILSNER 16BBL 5.2GAL KEG	THOMAS CREEK DOCKSIDE PILSNER 1/6BBL 5.2GAL KEG	THOMAS CREEK BREWERY	5.16667GA L		304370	PINNACLE IMPORTS	EA	1	
8.92E+11	y	HALL CAB SAUV 2013 COSTCO	HALL CABERNET SAUVIGNON 2013 COSTCO	HALL	750 ML	43.75	10166013	PINNACLE IMPORTS	CS	12	
8.92E+11	y	HALL NAPA VALLEY CAB SAUV 2013	HALL NAPA VALLEY CABERNET SAUVIGNON 2013	HALL	750 ML	43.75	101660131	PINNACLE IMPORTS	CS	12	
892703002029	37	SOUTHERN STAR BOMBSHELL BLONDE 4 12OZ	SOUTHERN STAR BOMBSHELL BLONDE 4/6PK 12OZ	SOUTHERN STAR	12 OZ		300810	PINNACLE IMPORTS	CS	24	
892703002036	41	SOUTHERN STAR BURIED HATCHET STOUT 6 12OZ	SOUTHERN STAR BURIED HATCHET STOUT 6/4PK 12OZ	SOUTHERN STAR	12 OZ		300820	PINNACLE IMPORTS	CS	24	
893247000892	38	BIRRIFCIO ALMOND 22 HIBERNUM  1212.7OZ	BIRRIFCIO ALMOND 22 HIBERNUM / 12/12.7OZ	B. UNITED	12.7 OZ		301921	PINNACLE IMPORTS	CS	12	
8.94E+11	y	SLODOWN SEXUAL CHOC 2015	SLODOWN SEXUAL CHOCOLATE 2015	SLO DOWN WINES	750 ML	19.5	121890	PINNACLE IMPORTS	CS	12	
8.94E+11	y	DAMA DEL ROVERE SOAVE 2016	DAMA DEL ROVERE SOAVE 2016	NORTH BERKELEY IMPORTS	750 ML	13.5	119260	PINNACLE IMPORTS	CS	12	
894185000050	37	COCKBURNS SPEC RESERVE TINS EARTHFARE	COCKBURNS SPEC RESERVE TINS EARTHFARE	PREMIUM PORT WINES	750 ML		105491	PINNACLE IMPORTS	CS	6	
894185000623	38	LOST VNYRDS RD SANGRIA SOLID CASE ONLY	LOST VNYRDS RD SANGRIA SOLID CASE ONLY	LOST VINEYARDS	750 ML	6	110310	PINNACLE IMPORTS	CS	12	
894185000685	39	LOST VNYRDS WHT SANGRIA SOLID CASE ONLY	LOST VNYRDS WHITE SANGRIA SOLID CASE ONLY	LOST VINEYARDS	750 ML	6	110350	PINNACLE IMPORTS	CS	12	
894185000739	39	LOST VNYRDS TEMPRANILLO SOLID CASE ONLY	LOST VNYRDS TEMPRANILLO SOLID CASE ONLY	LOST VINEYARDS	750 ML	6	110370	PINNACLE IMPORTS	CS	12	
894185000876	36	LOST VNYRDS BIANCO (SOLID CASE ONLY)	LOST VNYRDS BIANCO (SOLID CASE ONLY)	LOST VINEYARDS	750 ML	6	106110	PINNACLE IMPORTS	CS	12	
894185000883	36	LOST VNYRDS SPUMANTE SOLID CASE ONLY	LOST VNYRDS SPUMANTE 6PK SOLID CASE ONLY	LOST VINEYARDS	750 ML	5.25	106130	PINNACLE IMPORTS	CS	6	
894185000890	46	LOST VNYRDS ROSSO (SANGIOVESE) SOLID CASE ONLY	LOST VNYRDS ROSSO (SANGIOVESE) SOLID CASE ONLY	LOST VINEYARDS	750 ML	6	106140	PINNACLE IMPORTS	CS	12	
894185000937	34	LOST VNYRDS CHRDNY SOLID CASE ONLY	LOST VNYRDS CHRDNY SOLID CASE ONLY	LOST VINEYARDS	750 ML	4.5	109200	PINNACLE IMPORTS	CS	12	
894476000509	44	BOMB STOUT W COFFEE CHOC VANILLA CHILIS btlS	BOMB STOUT W/ COFFEE CHOCOLATE VANILLA CHILIS btlS	KREBS BREWING CO (PRAIRIE)	12 OZ		1683	PINNACLE IMPORTS	CS	12	
8.94776E+11	y	STANDARD HOPPY FARMHOUSE ALE btl	STANDARD HOPPY FARMHOUSE ALE btl	KREBS BREWING CO (PRAIRIE)	12 OZ		1679	PINNACLE IMPORTS	CS	24	
8.95E+11	y	SCHUG SONOMA CAB SAUV 2014	SCHUG SONOMA CABERNET SAUVIGNON 2014	SCHUG CARNEROS ESTATE WINERY	750 ML	21.75	10325011	PINNACLE IMPORTS	CS	12	
8.95E+11	y	PRAIRIE MERICA BOTTLES (LR)	PRAIRIE MERICA BOTTLES (LR)	KREBS BREWING CO (PRAIRIE)	16.9 OZ		1677	PINNACLE IMPORTS	CS	12	
894776000995	46	FUNKY GOLD MOSAIC (MOSAIC DRY HOPPED SOUR)(LR)	FUNKY GOLD MOSAIC (MOSAIC DRY HOPPED SOUR)(LR)	KREBS BREWING CO (PRAIRIE)	16.9 OZ		1689	PINNACLE IMPORTS	CS	12	
8.98E+11	y	PAUL HOBBS CROSS BARN CHARD 2016	PAUL HOBBS CROSS BARN CHARD 2016	PAUL HOBBS WINERY	750 ML	22.5	12144014	PINNACLE IMPORTS	CS	12	
897941000127	38	WILD BEER CO. WILD SOUR BLEND 2015 20L	WILD BEER CO. WILD SOUR BLEND 2015 20L	B. UNITED	20 L		123594	PINNACLE IMPORTS	EA	1	
897941000271	45	BIRRIFICIO DUCATO LA LUNA ROSA 2011  1611.2OZ	BIRRIFICIO DUCATO LA LUNA ROSA 2011 / 16/11.2OZ	B. UNITED	11.2 OZ		302007	PINNACLE IMPORTS	CS	16	
897941000271	37	PAUL HOBBS CROSS BARN PINOT NOIR 2015	PAUL HOBBS CROSS BARN PINOT NOIR 2015	PAUL HOBBS WINERY	750 ML	30	10290013	PINNACLE IMPORTS	CS	12	
897941000479	38	PAUL HOBBS ULISES VALDEZ PINOT NOIR 14	PAUL HOBBS ULISES VALDEZ PINOT NOIR 14	PAUL HOBBS WINERY	750 ML	62	1331	PINNACLE IMPORTS	CS	12	
897941000677	40	HITACHINO NESTBEER JP CLASSIC ALE11.2OZ*	HITACHINO NESTBEER JAPANESE CLASSIC ALE 24PK/11.2OZ*	B. UNITED	11.2 OZ		302190	PINNACLE IMPORTS	CS	24	
898194002005	47	FRENCH BROAD 13 REBELS ESB 16 BARREL 5.2 GALLON	FRENCH BROAD 13 REBELS ESB 1/6 BARREL 5.2 GALLON	FRENCH BROAD BREWERY	5.16667GA L		303740	PINNACLE IMPORTS	EA	1	
8.98E+11	y	ONEHOPE CHRDNY 2016 BCA	ONEHOPE CHRDNY 2016 BCA	ONE HOPE	750 ML	11.25	116190	PINNACLE IMPORTS	CS	12	
8.98E+11	y	ONEHOPE MERLOT 2014	ONEHOPE MERLOT 2014	ONE HOPE	750 ML	11.25	118600	PINNACLE IMPORTS	CS	12	
8.98E+11	y	ONEHOPE CAB 2015	ONEHOPE CAB 2015	ONE HOPE	750 ML	11.25	116180	PINNACLE IMPORTS	CS	12	
898194002036	41	BIRRIFICIO DUCATO KOJI IL RISO W BLK KOJI	BIRRIFICIO DUCATO KOJI IL RISO W/ BLK KOJI	B. UNITED	11.2 OZ		124055	PINNACLE IMPORTS	CS	12	
8.98E+11	y	ONEHOPE ZIN 2013	ONEHOPE ZIN 2013	ONE HOPE	750 ML	12	102830	PINNACLE IMPORTS	CS	12	
898194002043	37	BIRRIFICIO DUCATO BRETT PEAT DAYDREAM	BIRRIFICIO DUCATO BRETT PEAT DAYDREAM	B. UNITED	11.2 OZ		124052	PINNACLE IMPORTS	CS	12	
8.98E+11	y	ONEHOPE SAUV BLANC 2015	ONEHOPE SAUVIGNON BLANC 2015	ONE HOPE	750 ML	11.25	102810	PINNACLE IMPORTS	CS	12	
